chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate,mfcc,Genre
0.446355793,1677.584437,2114.633474,3207.846977,0.32770497,0.037829838,6.103824394,Afro
0.455383846,1818.472172,2146.429881,3550.283822,0.314546,0.046913834,5.604720505,Afro
0.427928298,2150.737106,2578.902835,4581.569519,0.21730311,0.041773702,3.069819698,Afro
0.410639683,1653.672068,2106.964934,3172.057551,0.35710213,0.036338113,6.115261847,Afro
0.437267386,1452.847817,1998.257733,2772.582922,0.3226248,0.029950588,5.644044224,Afro
0.461939907,1739.672969,2175.244933,3360.770531,0.3436807,0.040265811,6.641843209,Afro
0.411770156,1806.183191,2192.80056,3440.720451,0.36045948,0.041049069,6.341841053,Afro
0.397423533,1360.378254,1053.607643,2619.005503,0.11733289,0.264057791,-8.774919943,Afro
0.374261038,1366.646473,1047.955332,2619.477669,0.12291758,0.265347371,-8.729184929,Afro
0.315777366,1148.538001,1047.979987,2494.287634,0.043007307,0.296334215,-12.98539377,Afro
0.388236821,1183.915613,999.1320403,2390.756027,0.108239695,0.212410533,-9.488653534,Afro
0.342324807,849.1942043,947.6951722,1906.967315,0.3705313,0.103507828,2.075073757,Afro
0.388573904,1133.978287,988.7402799,2327.234543,0.11303765,0.217440566,-9.136112676,Afro
0.334045968,878.8803253,966.8539613,1999.944082,0.31994215,0.105080322,2.096157687,Afro
0.408687154,1180.442066,1029.944136,2434.307796,0.10847478,0.218257518,-9.133189181,Afro
0.340274427,892.7878941,985.3396372,2012.054507,0.28469995,0.105988764,2.246693716,Afro
0.373591152,1386.891062,1068.568008,2679.712702,0.12779965,0.280034022,-8.767481056,Afro
0.363913825,1089.354995,987.1011532,2270.210954,0.077943094,0.210415438,-10.29802496,Afro
0.413128351,1263.280473,1103.083187,2677.921549,0.24378313,0.20440979,2.975197092,Afro
0.383767811,1009.849719,986.8593115,2184.097782,0.27516055,0.139265163,1.668209822,Afro
0.359599787,2197.132062,2597.000294,4756.051924,0.26311612,0.044805618,4.052218207,Afro
0.330639223,1986.110365,2418.582164,4154.533391,0.34021503,0.040558331,4.051955475,Afro
0.364286308,854.6062419,942.4838197,1913.356855,0.25635114,0.110515373,1.792309968,Afro
0.39496597,994.3681426,975.8803217,2139.204545,0.282838,0.136782005,1.696571726,Afro
0.35593641,799.1736421,929.1655571,1789.701258,0.28379622,0.096369521,1.967902775,Afro
0.3627298,1207.381167,1010.446581,2425.873656,0.104167365,0.214201109,-9.323681946,Afro
0.404377294,1145.973963,1020.075527,2393.472782,0.09761787,0.210748488,-9.332342218,Afro
0.291797307,1093.310172,1008.565424,2335.306623,0.06808102,0.24275032,-10.97898722,Afro
0.324677256,998.9708225,960.6328115,2190.319849,0.065532506,0.231703932,-11.37491172,Afro
0.38202012,992.8453659,984.246903,2173.941532,0.07881844,0.171439222,-10.00151681,Afro
0.323692565,2032.879682,2436.01515,4262.726653,0.34775388,0.043698888,3.976788383,Afro
0.348229748,1453.070512,1084.498584,2766.62234,0.16212277,0.272733128,-5.361511818,Afro
0.354602677,1018.506194,949.7993914,2129.292675,0.2417131,0.146345766,2.393845698,Afro
0.373109876,1288.111431,1044.020378,2556.552419,0.19908147,0.208188424,-4.420108543,Afro
0.371390495,1215.767782,1027.459422,2474.567819,0.14831294,0.186441365,-5.532496663,Afro
0.388330908,850.157128,953.2446292,1927.583452,0.29806584,0.097088068,2.153523675,Afro
0.398017321,1457.019307,1149.405354,2923.216202,0.2641527,0.26891304,2.781343873,Afro
0.310313367,1057.888359,914.8692953,2104.460685,0.25459296,0.16437542,1.869058092,Afro
0.40509843,1249.119745,1100.467174,2677.65055,0.28077987,0.192440442,3.111673396,Afro
0.363023997,952.8307729,1012.335989,2144.125811,0.29614842,0.121356896,2.269579307,Afro
0.355947649,997.4134049,918.2117344,2030.041118,0.24139115,0.147509252,2.37607985,Afro
0.328030989,1063.711333,1005.086173,2301.503057,0.16017689,0.134801715,-5.673149621,Afro
0.41577986,1408.413732,1136.562269,2848.333443,0.27638942,0.255649817,2.971370482,Afro
0.317886011,1133.662327,959.9193167,2263.090093,0.20136054,0.181305062,1.448495988,Afro
0.401515413,1528.758334,1115.006076,2883.921371,0.20479727,0.293410828,-4.656813422,Afro
0.369819627,1184.348919,1035.677736,2470.307449,0.26047376,0.191791403,2.032981076,Afro
0.379372689,1378.81076,1063.478196,2663.538896,0.21148883,0.234473695,-4.604113897,Afro
0.422780756,1573.554523,1158.809133,3053.002451,0.29634556,0.308785233,2.808967594,Afro
0.392752839,959.0899108,946.1657977,2027.551088,0.24869232,0.132519117,-2.9963204,Afro
0.363934703,1281.890201,1019.702312,2485.51363,0.20350803,0.219538522,-4.892462882,Afro
0.41982388,1489.768644,1156.372427,2962.093684,0.31247365,0.283246482,3.182306991,Afro
0.367914562,830.9465539,915.043343,1870.554671,0.2816124,0.102361788,-2.52408824,Afro
0.350232699,1079.608822,922.9990295,2110.01496,0.26112545,0.172402759,2.44886857,Afro
0.371060729,1317.01979,1041.253086,2583.042763,0.22732273,0.215057566,-3.896136879,Afro
0.415717788,1638.91641,1167.29231,3079.361979,0.16975166,0.32257487,-4.963709279,Afro
0.364594526,2216.180769,2024.157134,4479.575034,0.36969844,0.122493814,5.959785136,Afro
0.404117088,2127.400325,2242.655318,4815.602727,0.19175665,0.106133564,3.754704072,Afro
0.371617575,2074.007292,2157.134401,4710.613778,0.26245224,0.100943021,4.353464752,Afro
0.367280748,1901.596008,2012.4753,4207.115005,0.31918514,0.091787684,5.148790635,Afro
0.416487968,1913.136065,2085.133369,4408.257988,0.3119524,0.085441773,6.029519582,Afro
0.381842606,2032.103835,2245.664714,4752.282519,0.16491212,0.092551491,2.920507331,Afro
0.434681963,1808.062687,2068.122608,4108.520618,0.33570892,0.077775181,6.122597244,Afro
0.405600789,1851.399837,2075.265802,4252.357033,0.2994385,0.079478708,5.527412837,Afro
0.387735129,1084.250401,966.5391296,2206.740977,0.34117252,0.173552365,-1.928041811,Afro
0.397476865,1092.590088,976.2417336,2238.091706,0.3296711,0.176630076,-1.775537042,Afro
0.364037761,2137.9318,2194.195183,4867.58622,0.26169658,0.101960671,4.284680193,Afro
0.393766393,2020.651824,2256.960679,4757.57025,0.15633799,0.090127415,2.868501719,Afro
0.406860297,1785.747737,2064.243029,4231.97433,0.33757496,0.073823344,5.913382983,Afro
0.406787376,2117.362674,2096.290143,4672.983743,0.23629323,0.108025429,3.527631021,Afro
0.395074005,1875.894734,2091.232502,4409.605844,0.2968941,0.082639678,5.126165978,Afro
0.402719863,2217.007574,2079.137772,4657.488066,0.29006606,0.119516818,4.358663919,Afro
0.383934336,2083.701751,2281.366906,4878.674479,0.16583225,0.096205598,3.03299468,Afro
0.420368041,2135.876846,2078.524008,4664.573961,0.24365374,0.110335887,3.950409875,Afro
0.372456138,924.8234908,957.332436,2045.188788,0.27974963,0.125910893,-2.466534872,Afro
0.446816031,1911.1391,2001.692434,4242.363023,0.2786175,0.092756587,4.480458475,Afro
0.401540952,2068.044023,2258.303435,4814.705794,0.16280895,0.097226593,3.101680726,Afro
0.38827892,2008.814125,2222.300477,4685.119798,0.16769776,0.093599384,3.134359937,Afro
0.393314171,1856.840405,2020.098903,4139.023464,0.36478963,0.088205536,6.637650761,Afro
0.379224349,1918.624342,2112.139605,4429.06744,0.2521465,0.085069317,3.906822403,Afro
0.392725659,2530.815103,2647.952135,5735.931752,0.285657,0.109686167,5.337111119,Afro
0.375553893,2952.577814,2537.243537,5957.283926,0.34503117,0.167323548,4.08036257,Afro
0.385703619,2758.720299,2513.558531,5664.761867,0.32821977,0.154199689,6.149898728,Afro
0.415545201,2807.783858,2617.906105,5942.695598,0.33157402,0.146964964,6.403987021,Afro
0.356744638,2581.668005,2625.116544,5705.641538,0.3309865,0.127802474,5.781959341,Afro
0.344045562,2455.115427,2548.345028,5449.023288,0.37849712,0.115694573,5.902372664,Afro
0.278902813,2465.59308,2407.46225,5124.605393,0.36351654,0.12153278,3.842981683,Afro
0.381350389,2277.116292,2777.586929,5515.298368,0.16965099,0.068167934,3.704176497,Afro
0.384609325,2506.518028,2606.558526,5575.079828,0.3284681,0.1100215,4.324329342,Afro
0.395610269,2648.169566,2650.54272,5867.465842,0.3013116,0.123692898,6.088566099,Afro
0.41964454,2476.409746,2720.435835,5637.033115,0.26766378,0.096797643,5.505095243,Afro
0.431875504,2465.956894,2817.909793,5855.43526,0.24511857,0.082402344,5.237762236,Afro
0.402606623,2995.942191,2804.889316,6473.564855,0.26972848,0.143873315,5.827165485,Afro
0.439027485,2756.014825,2928.71011,6341.283433,0.17811596,0.100619256,3.951321114,Afro
0.336870024,2646.518916,2469.219314,5505.030149,0.35020497,0.140633327,3.997592659,Afro
0.348770653,2277.895832,2622.80128,5370.206039,0.34481826,0.082450539,4.101838983,Afro
0.370115769,2385.217407,2552.677946,5369.446085,0.32765552,0.10031038,3.437168915,Afro
0.415744367,2688.008523,2719.533437,5986.280008,0.32343537,0.121441613,6.255547032,Afro
0.408468721,2932.783582,2695.391539,6283.798199,0.35546312,0.154821852,6.11897264,Afro
0.3849847,2793.275678,2723.792515,6041.347024,0.26279068,0.130858609,5.64465166,Afro
0.390562863,2439.436017,2630.73527,5527.00466,0.33931035,0.10132193,4.238988886,Afro
0.368312376,2520.703017,2554.978531,5520.762741,0.3246822,0.114503467,4.070706434,Afro
0.413078306,2749.311664,2654.61571,6031.315085,0.32058555,0.138271676,6.162555673,Afro
0.432272169,2443.526067,2786.686708,5793.917854,0.25809816,0.087139629,5.395580541,Afro
0.559389137,2071.008274,2567.155399,4785.346826,0.16893268,0.041816591,4.636508925,Afro
0.377606404,2467.499466,2616.430117,5547.252746,0.3244307,0.103905354,3.481330323,Afro
0.390464964,1492.449146,1947.138421,3395.638021,0.2775225,0.050825908,5.139621273,Afro
0.489822265,2270.187102,2652.147505,5179.047189,0.16753152,0.049420427,3.607920613,Afro
0.379372596,1719.037494,2086.522192,3994.197591,0.27979997,0.062029434,5.405895601,Afro
0.392621585,1505.11521,1946.938022,3432.4096,0.36616656,0.052460706,6.460230703,Afro
0.426468715,1810.129769,2055.277911,4025.040799,0.27890915,0.074361181,4.975922042,Afro
0.407790641,2498.762036,2650.43905,5728.608228,0.28810757,0.106393456,4.161260457,Afro
0.398562371,1720.923559,2103.677918,3937.314328,0.34585306,0.062467296,6.653740226,Afro
0.412778583,2539.783698,2617.005722,5575.730832,0.098965794,0.06628399,-1.12745347,Afro
0.407796974,1596.961239,2051.246583,3666.466156,0.31075025,0.055679116,5.984402552,Afro
0.372652907,1582.010317,2037.978411,3685.616954,0.36943966,0.052744192,6.811738275,Afro
0.391491152,1559.616878,1963.066255,3531.816859,0.24956664,0.057335976,4.699674492,Afro
0.386289917,1601.779512,2013.927626,3646.728805,0.3165704,0.056447242,6.464858988,Afro
0.49195389,2585.174387,2856.607766,5948.66421,0.19065222,0.057542621,5.412718518,Afro
0.436613885,1704.811735,2071.050358,3861.981658,0.28408933,0.06008103,5.468886094,Afro
0.401319027,1706.895773,2075.30701,3870.027669,0.23724633,0.062712585,4.550511691,Afro
0.380716143,3131.377651,3050.394403,6882.237066,0.105708025,0.078346619,-0.789336418,Afro
0.529464704,2065.204766,2526.72767,4748.855832,0.16466555,0.04486983,4.201502715,Afro
0.420994228,1807.305165,2060.806287,4037.252658,0.26983553,0.073358641,4.984422132,Afro
0.440173355,2678.127926,2831.328839,5910.206232,0.16623834,0.060935193,2.899606054,Afro
0.43416455,1610.186309,2066.98392,3623.663595,0.16666117,0.043107708,2.87179758,Afro
0.518795135,2224.36541,2591.541173,5091.880389,0.15940922,0.049437546,4.115165408,Afro
0.41728405,3744.628926,3221.707186,7672.910306,0.06637329,0.102513647,-2.47904509,Afro
0.358808687,2125.01839,2490.477384,4965.975342,0.16319653,0.080390082,1.976163897,Afro
0.488269216,2380.065096,2432.103607,5552.030235,0.15319811,0.097328339,3.287053752,Afro
0.473277027,2143.029692,2274.00659,4938.761451,0.1910779,0.086058997,5.121546338,Afro
0.476136899,2385.900823,2363.937461,5400.39921,0.15265977,0.102574533,3.344610065,Afro
0.475348471,2220.130565,2410.479614,5340.341301,0.1533528,0.078790092,3.112790503,Afro
0.380678802,2170.108635,2535.698922,5163.202112,0.19390121,0.079115168,3.078705789,Afro
0.4242512,2191.970622,2295.077263,4662.43014,0.107057825,0.084767061,-0.77653332,Afro
0.382863906,2271.690838,2607.375315,5486.538332,0.19631855,0.081518331,3.2023062,Afro
0.458106432,2285.869725,2295.404006,5048.508335,0.16280352,0.099204766,3.107544376,Afro
0.407102084,2346.738646,2597.809333,5408.859113,0.18673055,0.097769734,3.576464196,Afro
0.476097747,2703.902927,2879.285473,6107.993221,0.16994287,0.064684207,3.640177551,Afro
0.40609485,1971.938913,2415.078042,4672.235891,0.184577,0.072481395,3.141963885,Afro
0.418542439,2084.814309,2233.217934,4802.570527,0.19573013,0.084351798,4.96533774,Afro
0.462151284,2293.886835,2401.558987,5405.866732,0.19309703,0.100958787,4.673483884,Afro
0.399778709,2239.269782,2260.717979,4975.958809,0.1537618,0.098804881,0.89729651,Afro
0.385190007,2297.630615,2539.162023,5262.369792,0.17267103,0.097640011,3.030286081,Afro
0.444746615,2449.243727,2613.262234,5598.01615,0.16133164,0.10960289,3.457671655,Afro
0.35743221,2264.140314,2558.845232,5345.601009,0.18529314,0.084784824,2.703010033,Afro
0.490253841,1920.939579,2188.288121,4474.678036,0.18092169,0.07535498,4.542094878,Afro
0.388589412,2368.037285,2514.567071,5251.367723,0.13301039,0.100859926,-1.200964684,Afro
0.42382951,2056.19828,2229.317338,4771.177048,0.19880202,0.079916245,4.739222443,Afro
0.389574486,2124.107423,2478.575537,4968.263479,0.19803901,0.083636915,3.318017815,Afro
0.422229615,2460.585425,2662.162843,5708.003259,0.16986424,0.093435066,3.057522844,Afro
0.364572142,2225.216169,2554.177,5201.848973,0.16116627,0.084111672,2.135262628,Afro
0.402599899,2322.370306,2288.36401,4927.568088,0.16800113,0.110193139,1.214133727,Afro
0.443808517,2206.51311,2518.198024,5058.454176,0.19268756,0.080786189,5.896008095,Afro
0.432979148,3204.461976,2866.935133,6546.637389,0.3130139,0.096581839,7.058081226,Afro
0.466460308,2295.737326,2725.242704,4840.053144,0.35550642,0.050258907,8.216162707,Afro
0.496467558,2327.800238,2755.193726,4735.983125,0.37416583,0.050976038,8.294301594,Afro
0.502109685,2213.014841,2629.857615,4571.126508,0.3692085,0.047992597,8.41814249,Afro
0.535080896,2200.395003,2830.822283,4794.962298,0.30175254,0.040340252,7.50897832,Afro
0.500887213,2401.868399,2802.890692,4937.57917,0.37056738,0.052741492,8.350903385,Afro
0.56592581,2219.300324,2651.604682,4573.819191,0.30755988,0.046846531,7.586848417,Afro
0.500420201,2396.209149,2788.510878,5027.373549,0.31128424,0.051263252,7.795466735,Afro
0.463410628,2656.168962,2879.698149,6253.380368,0.22932601,0.060535125,5.396459613,Afro
0.467412469,2996.789832,2949.651372,6623.4751,0.27871096,0.078362426,6.700549338,Afro
0.434703039,2286.615083,2609.631704,5300.107343,0.18937539,0.08219892,5.951732193,Afro
0.379408672,2465.970036,2450.006548,5264.598155,0.10446455,0.119964887,-3.02458637,Afro
0.382386046,2496.778921,2492.468688,5421.830421,0.14888468,0.110176378,-2.298101831,Afro
0.384199737,2740.492196,2910.581809,6296.017808,0.3117711,0.06277512,6.576501469,Afro
0.497923079,1750.379328,2401.578222,3672.670747,0.39842883,0.03261951,8.76276924,Afro
0.506396756,2324.483939,2734.866362,4724.784212,0.34586763,0.052810491,7.992279297,Afro
0.437944631,3154.00522,2940.443018,6593.404963,0.3255459,0.090786396,6.965495478,Afro
0.475319805,3146.429479,2870.702502,6518.416495,0.28116304,0.092206377,6.923222921,Afro
0.559477643,2248.11207,2752.029587,4677.933508,0.28799108,0.047122418,7.414220711,Afro
0.442806166,3093.144479,2868.320812,6446.047686,0.31120104,0.089800694,6.987304517,Afro
0.538666433,1733.165084,2464.768252,3480.121435,0.30142853,0.02971532,7.209809232,Afro
0.378472047,2165.900341,2464.662255,4947.401356,0.22927609,0.081016296,6.076695842,Afro
0.417406163,2370.540144,2637.097066,5179.711114,0.32898396,0.058833842,6.854802319,Afro
0.476097187,2767.946067,2724.137605,5864.013177,0.2861675,0.074962779,6.79386978,Afro
0.480318992,1433.018868,1726.291599,2937.463602,0.29316816,0.034094693,5.974190223,Afro
0.478561462,2706.406916,2770.958519,5869.845436,0.32138494,0.072865225,7.322691657,Afro
0.512266681,2483.763764,2549.817803,5484.831217,0.2916533,0.062856755,7.415852012,Afro
0.5173946,2879.921971,2846.705329,6225.479054,0.29100674,0.076838107,7.319701877,Afro
0.424659591,1315.768213,1549.183706,2591.549172,0.330939,0.031565776,5.857786773,Afro
0.484816839,2817.726442,2754.164999,5936.391929,0.28816998,0.074732149,6.872681775,Afro
0.407989652,1384.365796,1621.469794,2598.334358,0.36034024,0.034811449,5.957774285,Afro
0.47513393,2974.917478,2845.576371,6217.262596,0.2872763,0.082245118,6.794104233,Afro
0.41473846,1574.950202,1792.029479,3066.126125,0.34660947,0.039576066,6.032234064,Afro
0.381283271,1443.533127,1681.794165,2774.446163,0.3864436,0.035940615,6.358855548,Afro
0.478529134,2465.370954,2496.963503,5275.972122,0.28892303,0.063388123,7.034803522,Afro
0.47015109,2437.120946,2477.614428,5247.069115,0.2855645,0.063008999,6.918400448,Afro
0.468712652,2583.621,2543.291154,5474.773297,0.2864174,0.069327464,6.892313166,Afro
0.419090567,1556.363572,1639.661724,2857.621695,0.37692207,0.044724547,5.976745147,Afro
0.44812803,1513.167878,1745.873679,2966.783593,0.31439164,0.037203469,5.807720065,Afro
0.437714679,1272.998635,1548.003345,2530.672527,0.31245273,0.02973587,5.339800558,Afro
0.404613441,1375.37997,1606.867309,2653.220197,0.35639536,0.034161488,5.85106877,Afro
0.457266478,1629.764757,1746.432685,3233.122506,0.29963687,0.047241114,5.090574112,Afro
0.463555469,1551.885383,1795.395784,3071.447712,0.329956,0.039290128,6.377237211,Afro
0.408454874,1477.54021,1736.858505,2928.852981,0.33587703,0.034779917,5.714746198,Afro
0.436413881,1458.362887,1673.695158,2890.819712,0.33286592,0.036601926,5.857735566,Afro
0.403650982,1440.610398,1671.856279,2832.307721,0.3477228,0.036225565,5.921142542,Afro
0.491660404,2443.978395,2501.113278,5318.042251,0.1659243,0.060294402,4.358595698,Afro
0.41266291,2072.573807,2313.962643,4413.658901,0.33074507,0.05155444,6.899926141,Afro
0.46489773,2514.107201,2519.442242,5394.835536,0.32231152,0.067142156,7.609473717,Afro
0.32145018,2302.439791,2892.812807,4831.263262,0.34734184,0.044686327,4.212601099,Afro
0.484453609,2485.587577,2495.245284,5302.779602,0.30346814,0.065074998,7.27701505,Afro
0.5221688,2835.685656,2594.343821,5864.473907,0.17549337,0.081885573,4.246114033,Afro
0.516097702,2728.488013,2550.670357,5702.267044,0.17339872,0.076353784,3.999664462,Afro
0.524021034,2549.792658,2531.900436,5421.548916,0.16210082,0.065173063,4.328332305,Afro
0.517334578,2803.002812,2602.946785,5879.595073,0.17717937,0.078899277,4.183089905,Afro
0.473322618,2374.031682,2454.37033,5116.979985,0.3208836,0.063016716,7.341348045,Afro
0.449156614,2354.415742,2297.209992,4779.336518,0.2533583,0.058499116,4.93698033,Apala
0.444175302,2350.004793,2158.028039,4499.14185,0.28339294,0.064833849,5.246932914,Apala
0.449676387,2191.551462,2144.920836,4470.881243,0.24210593,0.051338157,4.338287879,Apala
0.435887645,2841.521588,2407.26286,5462.202414,0.24452251,0.083574444,3.872716172,Apala
0.414185871,2715.906771,2747.334724,4983.971981,0.21663722,0.071055577,2.724620519,Apala
0.443937674,2190.955828,2069.356354,4382.206611,0.24335405,0.055319201,4.1334246,Apala
0.440023212,2519.866704,2259.682458,4960.669582,0.24457292,0.073335081,4.189432177,Apala
0.443752159,2191.825251,2097.361812,4407.195713,0.26503882,0.059394706,4.985925068,Apala
0.413722038,2359.65339,2199.991585,4726.562136,0.23212557,0.068696045,4.031479158,Apala
0.419908048,2200.615017,2099.036783,4389.003373,0.25136045,0.060462977,4.403865868,Apala
0.433767854,2248.49197,2143.713249,4532.545302,0.23545848,0.062921468,4.218629234,Apala
0.42294869,2373.073969,2201.371524,4718.319931,0.20011514,0.062547538,2.819200275,Apala
0.461571191,2512.426952,2284.712265,4954.889448,0.24870113,0.067761658,5.028982027,Apala
0.408532932,2472.909442,2218.395097,4861.781097,0.25351843,0.073032242,4.002525896,Apala
0.430947638,2491.611582,2229.153963,4909.421263,0.24124119,0.0720022,4.700439836,Apala
0.403192273,2338.434416,2172.7788,4689.203688,0.24088693,0.064782327,3.934618064,Apala
0.436340256,2310.995651,2177.062343,4668.522937,0.25046486,0.063269798,4.664446243,Apala
0.463182208,2246.033907,2102.024815,4439.120871,0.25355458,0.061314553,4.713418356,Apala
0.442310806,2344.35131,2171.721997,4625.524155,0.26014045,0.068074657,4.487773977,Apala
0.423453598,2702.754375,2336.749657,5185.17491,0.24961063,0.087162926,4.134553857,Apala
0.402951163,2394.502765,2228.63457,4862.26916,0.24638888,0.06333819,4.323939498,Apala
0.433599222,2320.295348,2202.181637,4640.103486,0.23135488,0.06468541,4.426689474,Apala
0.440627521,2385.227838,2149.463196,4617.252617,0.25340727,0.069932554,3.889621904,Apala
0.447984589,2414.731886,2228.679742,4808.594637,0.24804433,0.068952329,4.683477438,Apala
0.419425531,2184.979039,2200.049004,4633.455651,0.23619704,0.057963977,4.405726357,Apala
0.435483534,2388.287513,2501.474481,4578.432347,0.25937948,0.058877871,3.973043867,Apala
0.435475176,2316.408261,2208.98385,4706.343693,0.248612,0.060490157,4.155777319,Apala
0.443290093,2400.98252,2590.180452,4784.752952,0.28439897,0.053986215,5.166560991,Apala
0.46607161,2337.164601,1853.274702,4311.450113,0.11253577,0.076157162,-0.559962255,Apala
0.45298777,2687.094009,2372.457111,5239.751761,0.27317002,0.076766179,5.915304202,Apala
0.431655165,2647.212923,2711.243006,5213.425957,0.37130126,0.067891945,6.777911699,Apala
0.45573889,2241.331344,2172.325878,4600.319848,0.22514881,0.060337637,4.534341903,Apala
0.461141775,2439.637689,1841.88909,4340.084587,0.13826163,0.085654722,0.133595634,Apala
0.469546204,2231.445584,1862.207712,4158.783889,0.114060715,0.068683659,-0.102663658,Apala
0.452866123,2362.385425,1880.307696,4402.634591,0.12938699,0.076829263,-0.304841478,Apala
0.476161626,2356.932518,1791.626616,4134.859455,0.13508788,0.085235572,0.219946093,Apala
0.457189541,2390.577074,1850.909509,4351.148798,0.13262795,0.080930069,-0.00709128,Apala
0.43925804,2254.225277,2549.16397,4468.364394,0.27308652,0.048789086,4.545759584,Apala
0.416481598,2310.913191,2228.441873,4770.033796,0.27481595,0.059543518,5.255031459,Apala
0.479509471,2324.890499,1841.711819,4241.591524,0.1348164,0.076158029,0.151524657,Apala
0.486298921,2192.757486,1823.236038,4145.891817,0.102572255,0.067084878,-0.743814472,Apala
0.4607244,2351.594902,1798.483301,4186.662762,0.15074207,0.082632416,0.457828471,Apala
0.497674116,2178.938112,1783.993909,4012.384613,0.12482908,0.071449451,0.270531357,Apala
0.439641042,2534.248977,2293.710064,4933.818895,0.26912278,0.076069315,5.1415454,Apala
0.446360234,2890.905536,2830.199598,5752.312057,0.37089866,0.079120974,6.780311305,Apala
0.426449282,2527.092519,2279.811389,5046.590513,0.24256882,0.070358379,4.430031222,Apala
0.433578583,2400.883009,2518.326519,4604.251401,0.3012653,0.059235424,5.507065188,Apala
0.43694835,2545.250724,2609.183775,4983.024063,0.29825667,0.059950706,5.595731955,Apala
0.426233628,2259.231492,1906.836832,3995.037548,0.13694718,0.070012225,0.30652485,Apala
0.425565907,2509.314337,2626.842738,4837.853797,0.31894553,0.058052463,5.390402522,Apala
0.396620359,2223.662526,1950.36176,4038.230471,0.1374996,0.064677662,0.24681706,Apala
0.419865629,2601.931556,2690.814588,5082.716692,0.35684898,0.067253089,6.473751929,Apala
0.431105396,2450.90425,2021.377222,4272.793095,0.119940154,0.078749457,-0.385146225,Apala
0.37102164,2374.231728,2512.239997,4459.607862,0.33312425,0.058826174,4.845364893,Apala
0.4371046,2314.446701,1905.939275,4069.885039,0.14519106,0.074956814,0.776484688,Apala
0.439936116,2799.19681,2753.157858,5306.594521,0.3053027,0.065931114,5.67139701,Apala
0.416605337,2733.404454,2667.84238,5058.229889,0.31369284,0.069232715,5.321292468,Apala
0.455897413,2644.074624,2757.890529,5271.659025,0.3601628,0.063800403,7.141432322,Apala
0.457208999,2664.058913,2699.969405,5169.580136,0.3484224,0.066167975,6.618753991,Apala
0.470434829,2742.124817,2795.859887,5261.685737,0.2752071,0.061896146,5.582100816,Apala
0.440726063,2545.763377,2718.579264,5060.59136,0.3512977,0.061396707,6.582289149,Apala
0.46230553,2712.603255,2732.745137,5366.355787,0.3583819,0.067639165,7.045274862,Apala
0.429950305,2407.806653,2001.264167,4260.225734,0.134542,0.075680342,-0.016732667,Apala
0.4266898,2501.420828,1996.836378,4313.358845,0.14539392,0.083553469,0.013530639,Apala
0.407426489,2590.42832,2619.726169,4915.658522,0.33712083,0.064163978,5.622220176,Apala
0.416523613,2359.771261,1972.73156,4192.199568,0.13080297,0.073495213,-0.247208291,Apala
0.428342843,2455.422779,1938.270927,4214.361299,0.15446584,0.083233814,0.626916624,Apala
0.418073216,2551.843871,2638.111715,4867.747337,0.31152025,0.062352544,5.474917389,Apala
0.438217375,2465.8144,1945.465337,4234.474193,0.1360614,0.083573649,0.192042443,Apala
0.420931271,2426.725888,1928.049794,4130.63853,0.15237562,0.082106032,0.215065109,Apala
0.41203512,2474.323062,2587.921475,4684.257226,0.31700468,0.057233688,5.46915591,Apala
0.418310512,2668.625382,2686.090682,5073.715262,0.31576148,0.063873602,5.403098246,Apala
0.412158431,3559.433088,2195.734153,6074.772247,0.17425345,0.247813511,-4.541455456,Apala
0.37121224,969.9979465,1317.03399,1751.605183,0.055756558,0.022876731,-5.183706506,Apala
0.413518784,907.321831,1261.829824,1696.5511,0.0617892,0.019846807,-3.725539946,Apala
0.401199989,976.7052755,1289.765232,1844.764278,0.0526974,0.022341167,-4.621920141,Apala
0.384124944,3191.363302,2118.497257,5631.576918,0.1812515,0.221993418,-4.085999079,Apala
0.432649884,2226.266774,1864.877025,3879.850217,0.3013842,0.072080545,4.850702631,Apala
0.40402022,2629.273899,2692.327666,5057.202558,0.32299495,0.063515046,5.852920604,Apala
0.438082094,2177.930079,1898.189529,3904.94649,0.28821617,0.065361731,5.056078549,Apala
0.390593612,938.6304484,1269.829688,1697.273091,0.057775382,0.021914255,-4.832774706,Apala
0.409199737,910.5979547,1225.865418,1608.385115,0.05436455,0.022029918,-4.134334328,Apala
0.424945295,970.4031248,1296.750185,1832.850185,0.060286995,0.021552103,-4.060544622,Apala
0.39641399,923.6405184,1278.796681,1716.72968,0.05041042,0.021090556,-5.075909769,Apala
0.380126709,2566.640566,2603.199208,4807.760186,0.33806437,0.066003318,5.24947974,Apala
0.354633813,1062.837254,1325.238604,2058.485783,0.049494766,0.026457428,-5.00508896,Apala
0.399214578,893.5919523,1219.565427,1618.324879,0.058442134,0.021117152,-4.421809659,Apala
0.381007141,983.5086214,1285.466255,1837.305331,0.05800436,0.022727496,-4.629097348,Apala
0.426774684,892.465338,1198.44276,1584.296901,0.06578551,0.020613233,-3.353055544,Apala
0.423653123,843.7178935,1156.849371,1465.108146,0.06902291,0.019007132,-3.724214695,Apala
0.40077939,868.1202587,1202.086367,1542.06766,0.064841524,0.01982418,-4.086949754,Apala
0.398031136,1079.054088,1413.294793,2172.525827,0.050643176,0.024418792,-4.684520137,Apala
0.409262525,890.1883455,1236.271053,1565.616999,0.0484982,0.020921097,-5.27432752,Apala
