chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate,mfcc,Genre
0.395995365,2563.613115,2481.28628,5300.811126,0.20913108,0.099756326,1.063498193,Fuji
0.395186103,2697.75961,2287.56659,5480.737698,0.2042969,0.153663459,2.09279359,Fuji
0.420902835,2692.064305,2600.801782,5725.100862,0.26091298,0.092383529,4.236220229,Fuji
0.391558177,2729.611897,2760.61939,6086.119698,0.27139112,0.079774709,4.338364274,Fuji
0.420334519,2850.584236,2657.007663,5995.436942,0.26876125,0.11467845,3.691465108,Fuji
0.38036642,3410.300144,2752.494667,6662.002446,0.22095388,0.154060703,1.422575646,Fuji
0.418088008,2706.377681,2393.40135,5682.207858,0.17829105,0.143281004,2.081462119,Fuji
0.397772465,2671.621429,2655.684405,5826.728219,0.2769657,0.087799344,4.438250167,Fuji
0.383380785,3469.646651,2812.18932,6915.646321,0.20211649,0.153154712,1.137998728,Fuji
0.420135638,2806.773401,2660.939963,5953.131512,0.25962564,0.101675609,3.657165356,Fuji
0.357430997,1208.280442,1224.565187,2646.457045,0.18528493,0.070189495,-2.057518609,Fuji
0.292310342,886.7403544,1009.86621,1835.285125,0.22757666,0.043301125,-2.971312046,Fuji
0.333459556,850.2796115,1008.464656,1804.353816,0.23977225,0.037979757,-1.564963816,Fuji
0.393021218,2738.775766,2118.155072,5092.353153,0.13419685,0.167446149,-3.979642732,Fuji
0.304138515,846.5724229,992.6065114,1764.766358,0.23240556,0.038264276,-2.160757733,Fuji
0.404079496,2430.704171,2053.123686,4719.912485,0.15688254,0.136143705,-1.371288324,Fuji
0.393161471,2642.753318,2251.383917,5376.626607,0.21535967,0.150941618,1.778336008,Fuji
0.333694347,866.9780117,1041.473502,1866.768613,0.1882792,0.039590715,-3.004264688,Fuji
0.298801198,767.3525518,919.9246342,1501.701843,0.22954285,0.036543702,-2.615393082,Fuji
0.38703271,2134.020644,2124.322301,4719.506667,0.11737009,0.086662034,-2.149433492,Fuji
0.291529446,728.2857943,883.9769768,1353.036947,0.23078962,0.034687253,-2.937072471,Fuji
0.412979605,2439.286919,2060.188293,4752.046899,0.14669515,0.138524324,-1.500497643,Fuji
0.416449807,2293.448136,2049.736478,4660.407561,0.120573625,0.116668108,-2.219585732,Fuji
0.34804229,1146.994452,1186.376251,2461.38914,0.19887596,0.064458701,-1.983401413,Fuji
0.408978493,2247.121106,2023.110403,4562.915262,0.12707591,0.118837913,-2.515980898,Fuji
0.319719966,884.2275522,1052.732667,1851.855469,0.18877085,0.041866839,-3.145696002,Fuji
0.404922107,2195.749059,2063.200586,4640.261493,0.1318318,0.103262471,-1.806520986,Fuji
0.300781377,755.3284969,934.7146693,1548.607901,0.2159842,0.032049332,-3.107813779,Fuji
0.336108193,875.2161556,1048.306616,1842.722299,0.21040797,0.039948655,-2.253913429,Fuji
0.332131572,821.3814831,1016.263216,1746.973313,0.2277498,0.036632644,-1.96453652,Fuji
0.422742374,2471.215523,2113.160501,4908.90106,0.1400261,0.132492291,-1.317178391,Fuji
0.311768642,815.1230732,933.0447788,1667.262285,0.2195546,0.038057258,-2.59806608,Fuji
0.306310056,817.3277331,944.9664742,1639.415261,0.21241426,0.039253229,-2.463260657,Fuji
0.336903276,788.1675641,981.4977421,1598.556158,0.19116779,0.03501503,-2.857494254,Fuji
0.385109168,1964.174406,2182.246163,4682.897985,0.13883434,0.066170663,-0.42613948,Fuji
0.377143684,2097.519101,2220.976032,4889.199163,0.12898032,0.078974202,-1.190265424,Fuji
0.348930555,933.1056696,1133.383753,2189.430454,0.21918905,0.040897639,-1.671527798,Fuji
0.358874882,2068.116716,2163.354334,4748.579148,0.1381775,0.083415865,-1.240248752,Fuji
0.378319793,2106.666729,2205.950333,4830.014268,0.13460469,0.084017004,-1.023897415,Fuji
0.373393755,2005.884569,2189.439209,4749.896966,0.13806438,0.070740162,-0.633057502,Fuji
0.365000289,2219.933636,2234.558413,4993.787795,0.11224223,0.09506884,-3.139543391,Fuji
0.324978925,1722.964592,1943.109313,3817.416569,0.12684235,0.06572596,-2.692747711,Fuji
0.359837413,1078.691594,1173.54415,2368.942146,0.20907322,0.059133408,-1.224625957,Fuji
0.35389415,2084.035956,2195.731385,4812.875228,0.12636642,0.083160712,-2.234243672,Fuji
0.369544159,1117.94993,1178.372753,2404.498494,0.18752879,0.063370113,-1.609572426,Fuji
0.291975704,1774.301407,2004.164972,4001.989049,0.119882986,0.060678322,-4.50294713,Fuji
0.351548449,1201.102904,1196.37287,2464.480044,0.17956452,0.07140459,-2.377175194,Fuji
0.340725614,1158.076303,1218.687701,2578.941283,0.17891356,0.066164832,-3.081049993,Fuji
0.339146707,1080.808054,1169.348095,2381.703654,0.18421163,0.056628972,-2.605244865,Fuji
0.370628177,2005.122231,2173.378303,4721.224063,0.1311959,0.072454876,-1.105399712,Fuji
0.356475062,2369.38093,2204.493145,4972.206202,0.098283514,0.113954172,-6.093149911,Fuji
0.388130089,1891.403581,1940.099267,4013.996824,0.14961891,0.08560293,0.879421615,Fuji
0.303155069,1729.179581,2062.704338,4020.898717,0.113873385,0.055169793,-4.399497811,Fuji
0.353338637,1993.330087,1939.143874,4112.570939,0.15453005,0.094758807,-0.166358773,Fuji
0.367983703,2097.750899,2226.301863,4875.18402,0.1305755,0.080314319,-1.38045821,Fuji
0.35006389,1063.505801,1180.19859,2323.409534,0.21279365,0.055604242,-1.661365877,Fuji
0.359223354,1967.242553,2197.711772,4705.053785,0.13735001,0.065537989,-0.894264759,Fuji
0.310789626,1759.102409,2018.029712,3969.776222,0.120453715,0.064751334,-3.659572938,Fuji
0.323695476,1253.909628,1251.210171,2777.311058,0.13212535,0.066183713,-3.329294776,Fuji
0.396241238,1277.722316,1278.243402,2663.664241,0.06595385,0.063417317,-8.02836873,Fuji
0.355974551,988.2360844,1194.910513,2302.931389,0.11583663,0.035765741,-3.464880781,Fuji
0.344232358,1220.001878,1240.709274,2550.360877,0.115407065,0.060749147,-7.132349553,Fuji
0.334510344,1338.683899,1215.921457,2856.340817,0.12568584,0.076579439,-4.878413086,Fuji
0.327175172,1284.547918,1196.353648,2641.732511,0.107003994,0.069542259,-7.535044264,Fuji
0.380767886,1567.997145,1226.64512,2944.649288,0.0910487,0.101580175,-3.886301712,Fuji
0.316325352,1331.839755,1244.523081,2775.405614,0.112517454,0.069440706,-6.497623143,Fuji
0.353163327,1096.737228,1226.07558,2425.273335,0.10363194,0.049134115,-5.60667566,Fuji
0.328684022,1343.772624,1259.522458,2894.803008,0.111894816,0.072156259,-5.820473204,Fuji
0.35178516,2870.780027,2475.462134,5962.353747,0.22735745,0.144927882,2.384282473,Fuji
0.354640221,1104.951137,1216.688138,2435.772872,0.105577506,0.047016858,-4.301968751,Fuji
0.394994685,1384.422641,1297.354402,2770.508033,0.06803825,0.078285919,-8.327664302,Fuji
0.348244717,1086.006532,1162.506672,2321.770405,0.13908212,0.052401658,-5.260329959,Fuji
0.335169371,1324.414155,1248.81531,2754.777045,0.10145179,0.070352262,-8.046795252,Fuji
0.347554274,1372.745542,1258.639065,2860.140397,0.104883574,0.077283948,-3.778038079,Fuji
0.382933445,2934.677335,2420.134879,5886.793552,0.19392195,0.154580809,1.916501427,Fuji
0.403250844,2320.768298,2281.875306,5175.66311,0.09980756,0.103350508,-3.220980436,Fuji
0.349286366,1505.601119,1195.476657,2903.150985,0.104553,0.093409635,-5.728904039,Fuji
0.36401279,2772.407521,2422.300269,5770.104247,0.21728937,0.139594968,2.544478075,Fuji
0.392766447,2845.882843,2411.568106,5777.194648,0.24043955,0.15483417,3.948630465,Fuji
0.37249165,2854.567354,2434.711055,5832.033715,0.21218027,0.148145224,2.471919175,Fuji
0.345677674,1178.332204,1217.869143,2557.541321,0.11578415,0.057468476,-5.509436306,Fuji
0.341714015,1054.898386,1151.434658,2221.309251,0.14140093,0.051572747,-5.518453463,Fuji
0.432342614,2802.130705,2300.706083,5559.149613,0.26730716,0.170756728,4.723189209,Fuji
0.325871346,1014.284946,999.5359665,2072.414882,0.19516046,0.055112141,-2.765447425,Fuji
0.349199614,1035.164209,989.8327488,2049.251433,0.11084976,0.055718816,-4.23393107,Fuji
0.383397426,1546.503758,1247.407334,3051.520725,0.095602706,0.105027087,-4.142234502,Fuji
0.336623171,985.9562476,1004.982994,2019.576527,0.109775074,0.048884405,-4.39001984,Fuji
0.364262946,978.6099244,927.7081619,1884.497614,0.11804216,0.053609245,-5.651004228,Fuji
0.299545968,959.7945731,952.4207072,1872.010022,0.20614669,0.054830784,-2.347609281,Fuji
0.333670217,1089.570609,1027.030989,2208.360635,0.1226599,0.057436801,-4.162345567,Fuji
0.32714334,834.4002201,935.8972231,1704.983073,0.1823708,0.042851924,-3.179922395,Fuji
0.342535697,839.0882788,936.199598,1757.372559,0.19573192,0.04083478,-2.512986544,Fuji
0.446614519,2820.063709,2320.533081,5611.560922,0.2541877,0.1698387,4.330261389,Fuji
0.319875821,956.9968087,986.2525591,1974.525374,0.1869434,0.05093928,-2.180550786,Fuji
0.420505639,2828.207882,2349.122928,5691.31096,0.252046,0.167326312,4.234976811,Fuji
0.386949087,2828.033229,2381.150979,5745.344292,0.21668015,0.142343382,2.790666598,Fuji
0.36061682,913.9031881,868.7589582,1726.89839,0.13625321,0.050085205,-5.109422142,Fuji
0.342456991,1037.832489,1014.09527,2124.542667,0.0993261,0.04847344,-6.038188226,Fuji
0.345425013,758.9095843,914.2062859,1583.51863,0.1782897,0.034071752,-2.542756165,Fuji
0.357171706,1013.106982,999.772084,2048.666891,0.11704379,0.051522987,-3.924882413,Fuji
0.314799942,857.6582189,898.7977775,1662.799176,0.19174978,0.047028799,-3.164838938,Fuji
0.320674795,710.1972723,840.2348265,1322.3129,0.18088482,0.037385543,-3.323890222,Fuji
0.334861609,830.6739506,930.7679332,1724.402832,0.18888417,0.040247034,-2.557378617,Fuji
0.346414917,792.4388531,920.9408956,1610.890951,0.18752559,0.038676577,-2.690439149,Fuji
0.322936173,1029.455678,927.8613764,1920.879143,0.113690555,0.062792894,-3.678993282,Fuji
0.434050988,2917.717723,2373.399049,5789.789078,0.24754342,0.167837033,3.525879516,Fuji
0.365060735,1759.252506,1220.856879,3190.703567,0.1486794,0.128632889,-3.148190827,Fuji
0.357583276,1699.118277,1214.06012,3130.809363,0.13317427,0.112312977,-4.1182632,Fuji
0.347904818,1085.341937,1175.627375,2441.553705,0.118083574,0.051971678,-3.868706787,Fuji
0.357780336,1601.911773,1216.126828,3056.402045,0.13268338,0.097392638,-3.979876039,Fuji
0.371388423,1764.953746,1264.547409,3253.502715,0.12818545,0.118500418,-4.016025112,Fuji
0.362562983,1086.05606,1191.88999,2422.285229,0.10562193,0.052127382,-3.858980455,Fuji
0.361424418,1259.478265,1168.20368,2669.774847,0.11759804,0.07396413,-3.302737105,Fuji
0.389598252,1691.839878,1245.335359,3169.765112,0.103107356,0.109601916,-5.279471823,Fuji
0.337406282,1171.059798,1174.82628,2562.619538,0.12078026,0.059587995,-4.963146161,Fuji
0.379783306,1325.093946,1233.92192,2833.695928,0.10190472,0.078405238,-3.797154449,Fuji
0.370758437,1771.677408,1200.234568,3169.193471,0.14304394,0.131484034,-3.692500877,Fuji
0.362302339,978.8391584,1137.286888,2164.719302,0.11169202,0.042692481,-3.596884779,Fuji
0.385358043,1652.759367,1236.730459,3133.611987,0.10744102,0.102711954,-5.452597674,Fuji
0.336685945,893.6796855,965.4699316,1867.748193,0.19261816,0.045639866,-2.667661002,Fuji
0.381556604,1776.0017,1208.108229,3192.230612,0.14345771,0.132302494,-3.346906565,Fuji
0.346562353,1792.132618,1194.61626,3198.10175,0.14405294,0.133063006,-3.736579568,Fuji
0.36290978,1423.941244,1214.777483,2855.911353,0.09863109,0.090922694,-3.846082909,Fuji
0.373856048,1301.322988,1195.734114,2745.202243,0.10216256,0.074354884,-3.935480186,Fuji
0.346875582,963.3223511,1116.26028,2131.110987,0.11908442,0.043600643,-3.689835115,Fuji
0.389112455,1556.121136,1218.382647,3020.158903,0.107510425,0.095443221,-4.086998807,Fuji
0.350441177,1621.991552,1236.869955,3112.302361,0.12374104,0.096065683,-4.373522831,Fuji
0.370605785,1381.046022,1192.144665,2821.922267,0.10793737,0.084980541,-3.69718074,Fuji
0.407840157,1655.93856,1245.269898,3122.596301,0.09733332,0.104554273,-4.54444641,Fuji
0.350014831,1179.060364,1176.609683,2563.44378,0.10615999,0.062259671,-4.710063027,Fuji
0.374150066,1898.859829,1997.718083,4192.625075,0.13951458,0.086945932,-0.474077353,Fuji
0.36847264,1711.98713,1176.252832,3135.586439,0.17701249,0.123934322,-4.005651814,Fuji
0.378864845,1000.393111,983.8483265,1982.257519,0.10963221,0.052971649,-5.250181363,Fuji
0.381073974,1928.770852,2058.287419,4343.522841,0.13874319,0.083819618,-0.260766754,Fuji
0.347340131,1614.562661,1112.105199,2943.269554,0.16150959,0.117070907,-3.958480796,Fuji
0.406022184,1883.22419,1989.656981,4129.239397,0.1257096,0.087601925,-0.843220571,Fuji
0.391037665,1870.481563,1986.264437,4110.859136,0.13332576,0.085007603,-0.725760625,Fuji
0.342110068,1633.85953,1103.65511,2928.866803,0.16371891,0.123996246,-3.457783515,Fuji
0.347425737,1747.223718,1101.686863,2994.953229,0.1615284,0.138547988,-4.438051113,Fuji
0.415745413,1956.691777,2016.880347,4279.201267,0.13559783,0.091405719,-0.212656262,Fuji
0.366593606,1659.325152,1162.272167,3077.460639,0.17721283,0.118417571,-4.305618776,Fuji
0.357356526,1630.540504,1087.490374,2889.220852,0.14362872,0.125464545,-3.816789788,Fuji
0.358748326,1025.507201,1004.60347,2008.090291,0.12513432,0.05601443,-4.372936243,Fuji
0.33077135,1218.967338,1184.014141,2629.051947,0.1143087,0.067486319,-4.933153913,Fuji
0.399609418,1785.146862,1167.411674,3158.49389,0.16196646,0.135959201,-4.781774132,Fuji
0.391928703,1771.153949,1879.378185,3799.495711,0.13108659,0.084070873,-0.939545454,Fuji
0.374178794,1567.32224,1157.013985,2976.491801,0.16863015,0.103806861,-3.611330077,Fuji
0.361780315,1792.749136,1882.958637,3878.668213,0.1325132,0.087045494,-1.374710604,Fuji
0.341568717,1629.817132,1101.364095,2923.422982,0.1535194,0.118545776,-4.396440275,Fuji
0.396914671,1909.58071,2016.511967,4216.552903,0.13728297,0.086159923,-0.158388655,Fuji
0.403199114,1838.949538,1905.099404,3919.720587,0.12393323,0.087791982,-0.628151545,Fuji
0.401676344,1953.133999,2014.210701,4283.10803,0.13670163,0.090990281,-0.391317642,Fuji
0.387761961,1713.068168,1843.130969,3635.396976,0.1369057,0.080559198,-0.320246077,Fuji
0.367739826,1001.959176,1002.030296,1999.88311,0.12655789,0.051038094,-4.088603227,Fuji
0.321698796,983.6677181,972.5307802,1965.728394,0.16854824,0.050137426,-3.224038907,Fuji
0.332684688,1115.156846,1022.835104,2220.462874,0.08315202,0.061751354,-7.324215645,Fuji
0.309258772,986.754391,944.4542618,1950.250907,0.19633634,0.050287555,-3.369312938,Fuji
0.331100182,1210.186581,1039.223294,2372.364098,0.09538376,0.0713453,-7.691311916,Fuji
0.368495939,1621.625306,1250.036239,3117.700195,0.13648957,0.113315937,-4.165859899,Fuji
0.358586377,1102.177747,1020.054534,2209.043034,0.1381747,0.061359957,-3.759239503,Fuji
0.33115479,1020.85648,989.2490562,2063.972639,0.16599709,0.051198797,-3.189508643,Fuji
0.350579832,1689.971982,1233.973124,3165.666554,0.13194619,0.120461465,-4.750979046,Fuji
0.340675224,1505.564221,1216.428455,2972.17037,0.13999858,0.095666914,-4.465050222,Fuji
0.36554487,1467.513912,1217.379436,2905.830959,0.10858485,0.089127147,-5.25196564,Fuji
0.364728095,1471.13116,1223.554141,2901.757921,0.118322775,0.092306762,-4.976802588,Fuji
0.336357468,1127.82728,1003.005798,2179.137098,0.128848,0.069397073,-4.522160587,Fuji
0.349509073,1461.405844,1238.158202,2925.381148,0.10140002,0.087132105,-5.784521773,Fuji
0.329227622,1274.839249,1043.04751,2475.180496,0.105319254,0.078785294,-6.846861542,Fuji
0.354593536,1594.348177,1265.005013,3087.641319,0.120050125,0.107335454,-4.883002839,Fuji
0.323836244,967.6646916,970.2530108,1951.391099,0.17293982,0.048463869,-2.894959123,Fuji
0.344034492,1206.804758,1046.739634,2401.164057,0.10217359,0.070756795,-6.503822951,Fuji
0.303630567,1071.629195,948.407894,2039.668134,0.20704591,0.058145517,-3.922300796,Fuji
0.353115475,1231.724044,1077.563283,2474.932801,0.092784144,0.069001792,-6.733201301,Fuji
0.370506806,1681.805236,1111.856134,2963.065528,0.1391656,0.129717858,-4.324475742,Fuji
0.366741233,1408.115861,1237.512505,2884.482662,0.100794986,0.080095278,-5.108367127,Fuji
0.307766271,1104.097435,956.479241,2065.718555,0.2081408,0.060365887,-4.153918792,Fuji
0.351171206,2950.07558,3035.063748,5950.11498,0.16459055,0.06512793,0.10438237,Fuji
0.337683721,941.9140404,962.1682527,1895.343406,0.172765,0.046360831,-2.795032321,Fuji
0.412802883,2922.215795,3206.809048,6124.648642,0.15143888,0.058692582,1.922293025,Fuji
0.37974844,2984.749273,3171.810269,6293.927728,0.146439,0.059121868,1.647448419,Fuji
0.440688806,2726.944812,2841.336477,6173.190352,0.22677329,0.05248125,4.483395826,Fuji
0.426537989,2787.692268,2728.785259,5879.685451,0.26753667,0.066720199,4.538594924,Fuji
0.43132088,2761.687504,3164.479654,5843.982129,0.20628843,0.052520703,4.192308129,Fuji
0.429980208,2822.610573,2803.134525,6152.866711,0.23323973,0.063541863,3.739614524,Fuji
0.45539285,2982.935115,3255.526653,6371.070378,0.1698119,0.057428294,3.536902981,Fuji
0.373645952,2744.117007,3075.03226,5620.54247,0.1726313,0.053695951,1.839157522,Fuji
0.377515461,3004.732859,3374.810795,6350.73891,0.14264919,0.053312573,1.100526303,Fuji
0.38086381,2777.146403,3204.955676,5850.620912,0.17414087,0.048661552,2.132664145,Fuji
0.361006004,1777.970929,1946.213662,3881.7459,0.33467606,0.080125837,4.589902736,Afro
0.377969501,1992.43117,2096.722739,4430.33566,0.32269332,0.091462826,4.672768138,Afro
0.397402382,1635.774033,2008.421124,3824.671882,0.2819148,0.057412102,3.929607007,Afro
0.32948747,1823.492394,1958.900665,3949.900242,0.3021919,0.081292615,3.05121818,Afro
0.440122226,2086.116938,2537.083108,4440.850086,0.1745278,0.040089157,2.11492487,Afro
0.347085377,1812.544511,1992.532656,3993.891636,0.34537613,0.078181947,4.453231854,Afro
0.401317758,1772.434336,1855.572937,3703.850338,0.31769586,0.088491215,4.552338371,Afro
0.368783921,1765.862967,1995.807555,3929.446923,0.29878578,0.072793744,4.036310131,Afro
0.318195034,1883.49414,1998.845855,4089.17903,0.29992613,0.083394513,2.140568533,Afro
0.407176429,1784.928845,1896.587757,3803.172616,0.3212963,0.08760666,4.732050226,Afro
0.377913516,1778.281944,1897.604942,3795.481413,0.3357065,0.080701809,4.470502599,Afro
0.367330652,2031.531922,2077.476341,4430.098232,0.34293574,0.096168695,4.78946318,Afro
0.365131031,1930.67352,1947.297476,4061.085384,0.36464077,0.096950871,4.526593298,Afro
0.351811325,1985.220418,2061.373794,4348.314295,0.34541905,0.093148253,4.561147901,Afro
0.389426577,1852.707595,1887.89424,3858.729985,0.31956097,0.095462199,4.628978663,Afro
0.522045514,2460.018431,2405.003784,5281.340699,0.16356479,0.067240911,4.064517119,Afro
0.375042488,1779.336362,1948.428392,3866.729545,0.3148333,0.079663066,4.368820278,Afro
0.437396848,1987.903009,1943.372997,4197.383809,0.37705877,0.107700043,5.166925462,Afro
0.366896957,1936.525589,2029.733643,4212.126626,0.33797812,0.090933611,4.646220586,Afro
0.422738662,2151.031154,2254.301874,4981.987924,0.12398622,0.092876596,-0.439290496,Afro
0.47452761,1211.649658,1863.080363,2516.666261,0.3015186,0.021147675,6.350497169,Afro
0.369668345,1862.993787,2001.881648,4093.685419,0.34268144,0.086248018,4.309205136,Afro
0.351092659,1664.578015,1945.994448,3782.563159,0.3048455,0.066653605,3.882851866,Afro
0.394383,1754.867301,2066.400307,4041.73065,0.29279602,0.067469431,4.079024226,Afro
0.419532272,1437.305255,1909.09621,2732.111385,0.34949693,0.031864171,6.160150895,Afro
0.400132468,1706.847511,2113.088546,3244.952903,0.36567596,0.039623293,6.324228685,Afro
0.408930143,1496.937782,1944.38577,2743.936573,0.34071136,0.034293633,5.940121078,Afro
0.397508787,2200.757948,2610.432388,4726.314472,0.25516564,0.042473896,3.669357229,Afro
0.432830857,1633.067246,2054.024189,3192.48459,0.34738186,0.037415052,6.202346153,Afro
0.406616252,1560.563925,2025.354365,2891.918108,0.37543872,0.035016741,6.302777857,Afro
0.472936046,1639.663169,2149.549304,3249.30118,0.30489227,0.034763836,6.304850774,Afro
0.449823188,1816.162759,2247.6055,3505.862177,0.34925544,0.040843163,6.49122669,Afro
0.435502703,1516.236837,2103.060027,2979.982659,0.31728882,0.030654418,5.46379749,Afro
0.377941753,1632.208083,2074.296948,3040.169271,0.40059912,0.037101208,6.674298603,Afro
0.380709173,1618.013365,2055.563251,2901.487571,0.4081787,0.037908125,6.466683444,Afro
0.408014689,1801.284811,2300.019424,3514.285639,0.37784076,0.038844319,6.396551874,Afro
0.395032946,2271.206277,2643.035805,4900.558546,0.2589419,0.045448531,3.507429516,Afro
0.40369858,1563.242812,2038.111007,2985.895427,0.36860883,0.034646789,6.149374617,Afro
0.407107294,1734.257599,2217.610123,3361.990195,0.34733555,0.037582391,6.052001665,Afro
0.366742944,2086.462296,2515.055902,4472.359278,0.27617046,0.041654662,3.293414129,Afro
0.411130589,1681.603427,1960.26486,3004.988368,0.3911785,0.044384365,6.36548787,Afro
